Text,agg_Label,Cluster,Predicted Sentiment,Real Sentiment
missing man two months long see,0,Cluster 1,Negative,Neutral
reason even going haha shaun dead epic haha,0,Cluster 1,Negative,Positive
turning right,0,Cluster 1,Negative,Neutral
people twitting much today,0,Cluster 1,Negative,Neutral
yes put damper us getting know georgetown instead watching tv catching invoices,0,Cluster 1,Negative,Neutral
oooooo glad hear incredible though still bookmarked try sometime,0,Cluster 1,Negative,Neutral
nick cute tiger costume ahaha made day,0,Cluster 1,Negative,Neutral
yay u get see ddub men always keep happy motivated,0,Cluster 1,Negative,Positive
happy birthday,0,Cluster 1,Negative,Positive
princessi pack house today butineedhelp,0,Cluster 1,Negative,Neutral
im watching moment sighs straightening hair takes hours hair curly,0,Cluster 1,Negative,Neutral
business exam tomorrow,0,Cluster 1,Negative,Neutral
going beautiful day,0,Cluster 1,Negative,Positive
congratulations check one list,0,Cluster 1,Negative,Positive
drs office mine drives nuts especially appt kids,0,Cluster 1,Negative,Neutral
hugh masekela pix online contern pix review httpcladalu coming next naturally concert evening,0,Cluster 1,Negative,Neutral
sucky,0,Cluster 1,Negative,Negative
headed eat hubby n mommy ready drinks,0,Cluster 1,Negative,Neutral
realllllllly want llike im really starting hate pa btw messaged great one known dylan,0,Cluster 1,Negative,Neutral
character designs complete week well give another sneak peak stay posted,0,Cluster 1,Negative,Neutral
mast ladki patata hai chal jiske sath bhi jaye khush rehnawill miss u love twpp,0,Cluster 1,Negative,Neutral
well say look hot pic thats got ta work us,0,Cluster 1,Negative,Neutral
lol fine long scary dude good,0,Cluster 1,Negative,Positive
set get room last saturday cant apologise enough missing deccy,0,Cluster 1,Negative,Neutral
allianz interview went well got rejection mod though going long weekend hear allianz monday,0,Cluster 1,Negative,Neutral
morning warner soon lots go school work hope everyone great day,0,Cluster 1,Negative,Neutral
says thank,0,Cluster 1,Negative,Positive
io psy im taking psy starting monday looking forward going back school,0,Cluster 1,Negative,Neutral
raining,0,Cluster 1,Negative,Neutral
miss,0,Cluster 1,Negative,Negative
yeahh happy pendant hope see future fairs ps good mini muffin,0,Cluster 1,Negative,Positive
dont think catch god yeah imagine theyre feeling,0,Cluster 1,Negative,Positive
stop following cool enough,0,Cluster 1,Negative,Positive
love overnight theyve worked printingshipping issues sorry didnt work,0,Cluster 1,Negative,Neutral
aw lose guy ten days,0,Cluster 1,Negative,Neutral
haha hell know ay son hes making trouble could take,0,Cluster 1,Negative,Positive
wish friends could spend night,0,Cluster 1,Negative,Positive
aww thanks babe plans tomorrow,0,Cluster 1,Negative,Neutral
good morning everbody,0,Cluster 1,Negative,Positive
sorry dont like girls way,0,Cluster 1,Negative,Negative
love new shoes thanks wine lo,0,Cluster 1,Negative,Positive
playing logical gates games charles httptinyurlcomjwjmy charles took less mn make light bulb flicker,0,Cluster 1,Negative,Neutral
homee wango tango fun really tired wrapping moms present passing,0,Cluster 1,Negative,Neutral
fresh change hearing write sins hey theres anything wrong,0,Cluster 1,Negative,Positive
like tweet deck ill try one u recomended thanks,0,Cluster 1,Negative,Positive
know would great shoulder stop hurting sleep normal wantneed solid hours good sleep,0,Cluster 1,Negative,Positive
missing someonee,0,Cluster 1,Negative,Negative
back work tomoo day bee,0,Cluster 1,Negative,Neutral
wow thats looks really good wish good,0,Cluster 1,Negative,Positive
wasnt able go conferenceso didnt get outline however coming along,0,Cluster 1,Negative,Neutral
came across viva la juicy fri testers body lotion store defo need get asap,0,Cluster 1,Negative,Neutral
maybe got hours ago awesome night nah cant,0,Cluster 1,Negative,Neutral
yes thats implying bit subtle usual suppose,0,Cluster 1,Negative,Neutral
kat,0,Cluster 1,Negative,Neutral
different normal,0,Cluster 1,Negative,Neutral
received first pressie happy happy,0,Cluster 1,Negative,Positive
californias budget deficit billion means big problems lots cuts including state parks,0,Cluster 1,Negative,Neutral
think late night friday hit town meet friend soon ice cream coffee,0,Cluster 1,Negative,Neutral
weekend cuzzo vivi cant stand leave weeks,0,Cluster 1,Negative,Neutral
dont think going get see sun today gutted need colour,0,Cluster 1,Negative,Neutral
cant buy rent,0,Cluster 1,Negative,Neutral
playing see againmiley cyrus shop,0,Cluster 1,Negative,Neutral
needs unfollow tweeps dislike cant keep tweeting literally every minutes sorry,0,Cluster 1,Negative,Neutral
boo listen,0,Cluster 1,Negative,Neutral
u go,0,Cluster 1,Negative,Neutral
successfully defeated swine flue power positive thinking swineflu hn swine flu,0,Cluster 1,Negative,Positive
home home last time step outside life,0,Cluster 1,Negative,Neutral
typical google docs oh well open pages,0,Cluster 1,Negative,Neutral
thebear love names,0,Cluster 1,Negative,Positive
owwjust bit tongue,0,Cluster 1,Negative,Neutral
well alright dollhouse still fricking awesome elishas performance last weeks episode sold finally,0,Cluster 1,Negative,Neutral
im slowly losing followers one one,0,Cluster 1,Negative,Neutral
bonjour sleep well,0,Cluster 1,Negative,Positive
ill make nachos tomorrow better would made,0,Cluster 1,Negative,Positive
years months hooorah cant wait,0,Cluster 1,Negative,Neutral
belated kay tita wow prizes day congrats,0,Cluster 1,Negative,Positive
waaaaay tht bitchy ninth grade half yearly exams im sickkk,0,Cluster 1,Negative,Neutral
aww keep sending,0,Cluster 1,Negative,Neutral
todays menu dont worry,0,Cluster 1,Negative,Neutral
one week race cure please donate youre able httpbitlyufru wish luck mile training run tomorrow,0,Cluster 1,Negative,Neutral
watching saturday night live justin timberlake hosts,0,Cluster 1,Negative,Neutral
ustream replay control rankings httpwwwcontrolyourrankingscomlaunchustreamhtml,0,Cluster 1,Negative,Neutral
cant sleep im watching gilmore girls,0,Cluster 1,Negative,Neutral
welcome twitter love cant wait see next month,0,Cluster 1,Negative,Positive
feeling bad daisy cries every episode watch waaaaay much tv,0,Cluster 1,Negative,Positive
watching scary movies friend,0,Cluster 1,Negative,Positive
veryyy upset cant go hacienda tonight stupid nuggets game,0,Cluster 1,Negative,Neutral
wonder knows shallow airy dumb tweets make sound guess bc didshed probably stop,0,Cluster 1,Negative,Neutral
didnt make smoked shes im thank r u,0,Cluster 1,Negative,Neutral
great night great peolple,0,Cluster 1,Negative,Positive
ugh realized completely redo tweetdeck groups pains computer wiped clean,0,Cluster 1,Negative,Positive
welldeserved break todayno phone calls emailsonly plenty catch movies doooooo,0,Cluster 1,Negative,Neutral
havent got cupcakes yet hoping said enough would appear,0,Cluster 1,Negative,Neutral
old one,0,Cluster 1,Negative,Neutral
says bad trip angry httpplurkcompwxshi,0,Cluster 1,Negative,Negative
apologies dont fix hurt feelings kev anyway ill get u next time c u,0,Cluster 1,Negative,Neutral
really doesnt like shiny happy people im local rem expert btw saw first time,0,Cluster 1,Negative,Neutral
john college thing staying home weekend hanging momma sushi tonight,0,Cluster 1,Negative,Neutral
hair cut today boyfriend didnt notice,0,Cluster 1,Negative,Neutral
portuguese national library could use also right seem stuck somewhere circa example httpunuy,0,Cluster 1,Negative,Neutral
guuss last game moz,0,Cluster 1,Negative,Neutral
zoombezi bay soooo fun buuuut legs soooooo sunburnt,0,Cluster 1,Negative,Neutral
haha gunna go buy whole bunch emopunk clothes,0,Cluster 1,Negative,Neutral
callmecourt always welcome hun,0,Cluster 1,Negative,Neutral
bruno arghhhh cant wait,0,Cluster 1,Negative,Neutral
mcfly arent best band ever wish watch concert singapore isnt place theyd tour,0,Cluster 1,Negative,Neutral
completed button hunt,0,Cluster 1,Negative,Neutral
looking forward seeing raleigh fan years nb scalpers took tix sell morons,0,Cluster 1,Negative,Neutral
dogs eyes seem bad forked new washing machine vets bill top eh,0,Cluster 1,Negative,Neutral
long fun day relaxation tv mom sleeeep,0,Cluster 1,Negative,Positive
jamie sean cody angry jamie sean cody wouldnt piss one hey guys httptinyurlcomddyyd,0,Cluster 1,Negative,Neutral
dont think bad well edited,0,Cluster 1,Negative,Positive
dont think,0,Cluster 1,Negative,Neutral
im sure stracchino sounds good,0,Cluster 1,Negative,Positive
going graduation hubbytobe feeling well instead job hunting online,0,Cluster 1,Negative,Neutral
thanks im self dont see account area ill dig deeper seems,0,Cluster 1,Negative,Neutral
oh rich man amazing really cant bothered school monday,0,Cluster 1,Negative,Positive
httpwavegooglecom google wish theyd spend bit time adding bits chrome though,0,Cluster 1,Negative,Neutral
sometimes wish warden,0,Cluster 1,Negative,Positive
looking forward long trip morning im sick,0,Cluster 1,Negative,Neutral
busy fantastic tried unplug days thank ff,0,Cluster 1,Negative,Positive
e coming worst possible thing happened swine flu aids rrod,0,Cluster 1,Negative,Neutral
boo im week late long u town,0,Cluster 1,Negative,Neutral
holidays soo boring,0,Cluster 1,Negative,Positive
azs finest vol intro lookn,0,Cluster 1,Negative,Neutral
lets go home,0,Cluster 1,Negative,Neutral
official whinetweet today nothing specified,0,Cluster 1,Negative,Neutral
cant go bed sooooo tired,0,Cluster 1,Negative,Neutral
andzi thanks im way,0,Cluster 1,Negative,Neutral
shared kim hltermand portfolio shared kaare finally dane ive got honor amazing httptinyurlcomcoypsl,0,Cluster 1,Negative,Positive
hes lol hes riot definitely nkotb concert want b smitten girl distractions night,0,Cluster 1,Negative,Positive
bit tired blame rain httpplurkcompxjc,0,Cluster 1,Negative,Negative
malakas ang ulan go fort,0,Cluster 1,Negative,Neutral
riotnow tell youre friends youve got chlamydiabut youre hoping get poxsyphilis soon,0,Cluster 1,Negative,Neutral
idea good dinner happy munchin,0,Cluster 1,Negative,Positive
know cant go eitherits sad needs come back mi asap haha,0,Cluster 1,Negative,Neutral
horrible thought go back work monday good thought work minutes life good,0,Cluster 1,Negative,Positive
lol thanks showing site wont tell hubby wont,0,Cluster 1,Negative,Neutral
small tweetbreak twitter think needed,0,Cluster 1,Negative,Neutral
yes hes fascinating love bedroom oh god books,0,Cluster 1,Negative,Positive
oh godmy favorite havaianas broke three years service missed molded perfectly feet,0,Cluster 1,Negative,Positive
friday pleasant ones waaaaaay much work,0,Cluster 1,Negative,Neutral
daft going recieve million friend invites xbox one shall,0,Cluster 1,Negative,Neutral
missed,0,Cluster 1,Negative,Negative
gorgeous day im going work allll day got ta keep telling nyc,0,Cluster 1,Negative,Neutral
restricted driving priviledges didnt even anything stupid double standards,0,Cluster 1,Negative,Neutral
happy bday freaaaaaaak,0,Cluster 1,Negative,Positive
yes rays beat red sox,0,Cluster 1,Negative,Neutral
erica know right,0,Cluster 1,Negative,Neutral
saying goodbye papa,0,Cluster 1,Negative,Neutral
finished exam every else finished cos chose different course friends one exam thurs next week,0,Cluster 1,Negative,Neutral
youre cycling tho thats good healthy eating healthy eating contradiction terms,0,Cluster 1,Negative,Positive
haha itll gross time comes back tell well yum vancouver malay spot soon go indian,0,Cluster 1,Negative,Neutral
want bad go mcflys concert,0,Cluster 1,Negative,Positive
listening music box mariah could still sing,0,Cluster 1,Negative,Neutral
httptinyurlcomcyonct vote rob,0,Cluster 1,Negative,Negative
well movie night spoilt fracked diskhappiness gone time sleep,0,Cluster 1,Negative,Neutral
im finally going bed everybody whatever youre blessed,0,Cluster 1,Negative,Neutral
rains sucks much second day row,0,Cluster 1,Negative,Neutral
cuz airlines super lame,0,Cluster 1,Negative,Positive
tired,0,Cluster 1,Negative,Negative
wow phone blowing tweets day im home ghost town guess ill chores apt go bed,0,Cluster 1,Negative,Neutral
geography exam todaybut turned well omg wednesday english exam xd would nervous,0,Cluster 1,Negative,Neutral
missed getting twilight jacket modcloth man wish didnt long monkey arms could gotten l instead,0,Cluster 1,Negative,Neutral
hope feel better soon,0,Cluster 1,Negative,Positive
fed three hungry stray kitties three cans tuna hope stay warm safe tonight,0,Cluster 1,Negative,Neutral
knooow pizza girl episode xd,0,Cluster 1,Negative,Neutral
morning everyone,0,Cluster 1,Negative,Neutral
fred really cool im pc dont mac well ooooooooold iphone tho,0,Cluster 1,Negative,Neutral
tired gon na go bed,0,Cluster 1,Negative,Neutral
tv time see yall later xoxo,0,Cluster 1,Negative,Neutral
came greenbelt power,0,Cluster 1,Negative,Neutral
ken sucks hang,0,Cluster 1,Negative,Negative
got tips mum yr old cfs cant sleep night falls asleep till midday,0,Cluster 1,Negative,Neutral
im sorry lol never like actual time spend unfortunately everythings always insane go,0,Cluster 1,Negative,Positive
wweeeeooo snl soon,0,Cluster 1,Negative,Neutral
awesome maybe someday ill find book bestsellers list lol,0,Cluster 1,Negative,Positive
cant spell melo without e favorite blogging site,0,Cluster 1,Negative,Neutral
home whitneys sleep church bit danggggim tired worth,0,Cluster 1,Negative,Neutral
mount dishes conquered dish land,0,Cluster 1,Negative,Neutral
google show apples want see images green httptinyurlcomclrbau cool,0,Cluster 1,Negative,Neutral
job still waiting friend thanks asking need little httpblipfmjehr,0,Cluster 1,Negative,Neutral
marks end roommate era never made wontons,0,Cluster 1,Negative,Neutral
wish could go blogging bootcamp knoxville coming week im close yet far,0,Cluster 1,Negative,Neutral
tom saw guy looks like campus today hes sooo adorable youre still cuter haha,0,Cluster 1,Negative,Positive
right aah love demi lovato,0,Cluster 1,Negative,Positive
getting little mowing grass evening fun,0,Cluster 1,Negative,Neutral
high dry goin ice cream best friend,0,Cluster 1,Negative,Positive
someone birthday basically said song selfish listen song carefully,0,Cluster 1,Negative,Neutral
save pix today show please credit wwwwireimagecom thanks,0,Cluster 1,Negative,Positive
oooooooooo said dancin home doesnt count,0,Cluster 1,Negative,Neutral
wished watched jon kate plus monday,0,Cluster 1,Negative,Neutral
thats ok personally im good nothing,0,Cluster 1,Negative,Positive
enjoy nola definitely one favorite cities world please beignet chocolate,0,Cluster 1,Negative,Positive
lmao get alot haha,0,Cluster 1,Negative,Positive
link,0,Cluster 1,Negative,Neutral
fuzzball fun mothers day httptinyurlcomdhpol,0,Cluster 1,Negative,Neutral
want travel little,0,Cluster 1,Negative,Neutral
pic donnie one siouxsinner took last night launch word hes got solo album comin,0,Cluster 1,Negative,Neutral
httptwitpiccomvgzy moving great especially lots help,0,Cluster 1,Negative,Positive
n dont want ooze speaking either lame jokes wiping social media shoe lol,0,Cluster 1,Negative,Positive
httptwitpiccomwdgr yay im blonde feel girly,0,Cluster 1,Negative,Neutral
whos going tonight want go,0,Cluster 1,Negative,Neutral
still tired due late nights work b early moro work bad times,0,Cluster 1,Negative,Neutral
im munch high calorie things keep brain working,0,Cluster 1,Negative,Neutral
obviously bad,0,Cluster 1,Negative,Negative
ive wanting gone mo close shops,0,Cluster 1,Negative,Neutral
looove bf u awesoome hannah montana movie amazing best movie ever cool httpgykdnet,0,Cluster 1,Negative,Positive
httptwitpiccomxjoc paint,0,Cluster 1,Negative,Neutral
want dog,0,Cluster 1,Negative,Positive
hit car u leave note httpbitlypb yea put whatever u want note,0,Cluster 1,Negative,Neutral
ive rome italy love elegance style difficult live chicago elegance sad,0,Cluster 1,Negative,Positive
absolutely loves u r many things,0,Cluster 1,Negative,Positive
cant sleep,0,Cluster 1,Negative,Neutral
blimey youre still suffering,0,Cluster 1,Negative,Negative
cant write song without guitar thought could look something,0,Cluster 1,Negative,Neutral
follow friday follow coz followers,0,Cluster 1,Negative,Neutral
great finally meet last night wish time talk cant go coffee gtgs though day job,0,Cluster 1,Negative,Neutral
hey tweeties auntie jus got n bad car accidentpls keep yall prayers thanx,0,Cluster 1,Negative,Neutral
look forward one soon,0,Cluster 1,Negative,Neutral
haha someone axe popped scenie,0,Cluster 1,Negative,Positive
oh hope reach,0,Cluster 1,Negative,Positive
nah sucks wear suit temp goes degrees someone sits next,0,Cluster 1,Negative,Neutral
good hanging dad day looking job still,0,Cluster 1,Negative,Neutral
im partying tonight,0,Cluster 1,Negative,Positive
miss boo,0,Cluster 1,Negative,Negative
okay mom mom,0,Cluster 1,Negative,Neutral
nugget bit jack told poke poor hamster,0,Cluster 1,Negative,Neutral
getting baptized tomorrow college graduate busy weekend,0,Cluster 1,Negative,Neutral
dont get excited bby hear thunder rolling,0,Cluster 1,Negative,Neutral
ugh hate queueing,0,Cluster 1,Negative,Negative
friday night fav night week go stupid dog training classes,0,Cluster 1,Negative,Neutral
got news,0,Cluster 1,Negative,Neutral
happy star wars day week,0,Cluster 1,Negative,Positive
thx webdu conf thurs,0,Cluster 1,Negative,Neutral
miss,0,Cluster 1,Negative,Negative
wish could would cost much call way uk,0,Cluster 1,Negative,Neutral
cloud croatian apartments,0,Cluster 1,Negative,Neutral
screen green started yesterdayahhh missed,0,Cluster 1,Negative,Neutral
clubbing weekend due busted knee emolifes unfairemo,0,Cluster 1,Negative,Neutral
gaining weight rather,0,Cluster 1,Negative,Positive
believe im super geek,0,Cluster 1,Negative,Positive
vacuumed entire house three times screw vacuums,0,Cluster 1,Negative,Neutral
much work drink love afternoons pub,0,Cluster 1,Negative,Neutral
left cali morningin dallas nowmissing car much,0,Cluster 1,Negative,Neutral
finished im color drawing come,0,Cluster 1,Negative,Neutral
yucky burn,0,Cluster 1,Negative,Negative
unfortunately miss girl bros radio tonight midst night writing session,0,Cluster 1,Negative,Neutral
guys know ability read time telling devices failed,0,Cluster 1,Negative,Neutral
chillen gmas soooo humid outside,0,Cluster 1,Negative,Neutral
ooooh thought eggos kind synthetic egg egg sustitute something crazy americans,0,Cluster 1,Negative,Neutral
com breaking news tweeted hope welcome twitter,0,Cluster 1,Negative,Positive
aww chamber callbacks soo emotional,0,Cluster 1,Negative,Neutral
email miley want write cant,0,Cluster 1,Negative,Neutral
lol lets find something quickly,0,Cluster 1,Negative,Neutral
decide sprain mine bothering never checked,0,Cluster 1,Negative,Neutral
dont feel comfortable using awful pretty icky scurrying find deal,0,Cluster 1,Negative,Positive
voting since like four days ago think told friends vote million times win love,0,Cluster 1,Negative,Positive
trying find something tonight,0,Cluster 1,Negative,Neutral
cant believe tweeted special moment,0,Cluster 1,Negative,Neutral
nice action shot httpbitlymzfx miss working pole dont see clients everyday lol,0,Cluster 1,Negative,Neutral
hahait booomb,0,Cluster 1,Negative,Neutral
woke feels lazy time work damnit,0,Cluster 1,Negative,Negative
loves jeff lynne enjoy sitar work kinda weird spose,0,Cluster 1,Negative,Positive
idkk il get see,0,Cluster 1,Negative,Neutral
ohh think one give ride please,0,Cluster 1,Negative,Neutral
made card mom cant wait see smile face sees,0,Cluster 1,Negative,Neutral
finished watching copy twilight dvd ganda ng mga deleted extended scenes httpplurkcompsvkch,0,Cluster 1,Negative,Neutral
tell,0,Cluster 1,Negative,Neutral
ohhh remember gave dad shoutout mcr msg show last year sweet,0,Cluster 1,Negative,Neutral
oh suuuuuuuurerub dont ya lol enjoy,0,Cluster 1,Negative,Negative
picat,0,Cluster 1,Negative,Neutral
doctors appt,0,Cluster 1,Negative,Neutral
oh poor thing must booked tickets realised pat kennys last night gutted,0,Cluster 1,Negative,Neutral
apparently looong time seeing seem everywhere except la,0,Cluster 1,Negative,Neutral
priests really good guess wouldnt welcome late late moment,0,Cluster 1,Negative,Neutral
knows makes sad lol,0,Cluster 1,Negative,Positive
work half hour getting mri yay,0,Cluster 1,Negative,Neutral
stomach hurts bad,0,Cluster 1,Negative,Negative
gon na get try catch zs high school tomorrow really sucks wish didnt grow,0,Cluster 1,Negative,Neutral
going tita gi sister beloved lola going treat dinner wohoo excited hungry,0,Cluster 1,Negative,Neutral
soaked rain seconds wasnt even hiking miles miles rain like last weekend,0,Cluster 1,Negative,Neutral
certainly know feeling wesley sleeping want go get something eat account,0,Cluster 1,Negative,Neutral
dont watch wish tvs months love guess wont win though lol,0,Cluster 1,Negative,Positive
hes back oh noes missed work insane band really taken havent moment,0,Cluster 1,Negative,Neutral
aw okay tht happened wid tooam glad thts nowam helpin ilol thnx postin wmiad loved,0,Cluster 1,Negative,Neutral
come back another year pllleeeaaasse,0,Cluster 1,Negative,Neutral
year,0,Cluster 1,Negative,Neutral
spent minutes looking aud,0,Cluster 1,Negative,Neutral
whats dinner,0,Cluster 1,Negative,Neutral
feel better soon immune system must away holiday somewhere probably mine,0,Cluster 1,Negative,Neutral
aww feel bad holly,0,Cluster 1,Negative,Negative
darn wish could watch bgt wouldnt able fast forward ads dinners soon,0,Cluster 1,Negative,Neutral
dont know never answered,0,Cluster 1,Negative,Neutral
httptwitpiccomgwh bwahahahahahahaha nice want doggy,0,Cluster 1,Negative,Positive
going bed hung w aaron robin took aaron sunnys,0,Cluster 1,Negative,Neutral
ive,0,Cluster 1,Negative,Neutral
well third day virgin captains log star trek weekend,0,Cluster 1,Negative,Neutral
got followers,0,Cluster 1,Negative,Neutral
problem im sharing whole list,0,Cluster 1,Negative,Positive
nice ahd work today,0,Cluster 1,Negative,Neutral
listening brandynever say never cd,0,Cluster 1,Negative,Neutral
dont lmfao wonder,0,Cluster 1,Negative,Negative
gprof problem mac,0,Cluster 1,Negative,Negative
yeah although probably bgt bugger,0,Cluster 1,Negative,Neutral
reinstalled ubuntu laptop time using ext new filesystem system boot time grub full operability seconds,0,Cluster 1,Negative,Neutral
granted wont either,0,Cluster 1,Negative,Neutral
love im kinds reading call youd like,0,Cluster 1,Negative,Positive
ryanseacrest hi might problem says stream online wats right,0,Cluster 1,Negative,Neutral
idiotatmilanq heyy thnks follow good night frankwhyte idiot,0,Cluster 1,Negative,Positive
ouch headache ridiculously good mood,0,Cluster 1,Negative,Positive
way school back later,0,Cluster 1,Negative,Neutral
need freaking adventure,0,Cluster 1,Negative,Positive
samee well aint man girl obv nd lol aint special famous rich wish tho,0,Cluster 1,Negative,Positive
watching harpers island lol vodka involved,0,Cluster 1,Negative,Neutral
happened suffering neckshoulderback pain like cant move either,0,Cluster 1,Negative,Positive
stop itt,0,Cluster 1,Negative,Negative
last montdays award ceremony httptwitpiccomjkvl,0,Cluster 1,Negative,Neutral
love stuff sell help guy logo shop kinda wordart,0,Cluster 1,Negative,Neutral
well hot heck right,0,Cluster 1,Negative,Neutral
long stressful day coming tomorrow write responses eoi colleagues job,0,Cluster 1,Negative,Neutral
yaay supposed go missed,0,Cluster 1,Negative,Neutral
sometimes wish twitter facebooks like could give thumbs great job either way suck btw,0,Cluster 1,Negative,Positive
cant find,0,Cluster 1,Negative,Neutral
yay sherbert chocolate nutritious,0,Cluster 1,Negative,Positive
sorry didnt make good luck next time though,0,Cluster 1,Negative,Negative
got excited saw bag place cookies usually live get unfortunately new prescription,0,Cluster 1,Negative,Neutral
milano good morning alyssa hope u great wonderful day today im happy cuz today last day classes yay,0,Cluster 1,Negative,Positive
good choice,0,Cluster 1,Negative,Positive
beautiful day wish energy enjoy,0,Cluster 1,Negative,Positive
fun httpbitlyplnm,0,Cluster 1,Negative,Positive
ohhh wowwww good,0,Cluster 1,Negative,Positive
dont even remember whats,0,Cluster 1,Negative,Neutral
making banana bread,0,Cluster 1,Negative,Neutral
today good little girl hollie bgt complete sympahty vote cute aidan davis l tweet x,0,Cluster 1,Negative,Neutral
later went monroe worked friends trx ropes kbs sec offrope swings cps windmills wve aquats,0,Cluster 1,Negative,Neutral
im like upset haha never told,0,Cluster 1,Negative,Positive
ever told absolutly hate writing emails status pdates fine emails muchfinalityto,0,Cluster 1,Negative,Neutral
yes yes nap read gossipy mag one handy,0,Cluster 1,Negative,Positive
kay welcome twitter babes know meanstill trying figure,0,Cluster 1,Negative,Neutral
two months ago became worthless,0,Cluster 1,Negative,Neutral
twitters lame wont post twitpic gucci,0,Cluster 1,Negative,Neutral
wish still loved,0,Cluster 1,Negative,Positive
least made,0,Cluster 1,Negative,Neutral
thing im chocolate fan thought yhere,0,Cluster 1,Negative,Neutral
power went well except im cal,0,Cluster 1,Negative,Neutral
watching movies,0,Cluster 1,Negative,Neutral
got back danas watching roseanne start get ready work,0,Cluster 1,Negative,Neutral
young lady local chinese taking orders said cute indeed pity im probably twice age,0,Cluster 1,Negative,Neutral
youth group would liked go couldnt afford drama performanceparty luv ya tho,0,Cluster 1,Negative,Neutral
poor right would probably give hug,0,Cluster 1,Negative,Positive
haha maybe try insomnia kickin butt,0,Cluster 1,Negative,Neutral
aston still looking filled quite applications last week get home ill continue,0,Cluster 1,Negative,Neutral
saw advert attics eden tv today hmvso im sure pay hmvnever mind,0,Cluster 1,Negative,Neutral
httptwitpiccomst please let freee cant watch much loongerrr,0,Cluster 1,Negative,Neutral
shopping migawd dont want surf net anymore,0,Cluster 1,Negative,Neutral
ss back gym project finally finished filthy hobos always trying eat tacos,0,Cluster 1,Negative,Neutral
u guys said california angry tweet perez hilton jonathan upset spelled california wrong,0,Cluster 1,Negative,Negative
liking feeling,0,Cluster 1,Negative,Positive
painting hard work tired satisfying see gods house getting prettier like yellow tims room,0,Cluster 1,Negative,Positive
going cinema see ghost girlfriends past,0,Cluster 1,Negative,Neutral
donut ah good deal hope find new music,0,Cluster 1,Negative,Neutral
good day going get bed,0,Cluster 1,Negative,Neutral
think start house fit may go whole hog get sure yet,0,Cluster 1,Negative,Neutral
unfortunetly wish mean sometimes like twice yr theyll party always,0,Cluster 1,Negative,Positive
home ill work man flu hell,0,Cluster 1,Negative,Negative
haha see im bored rite seems like everyone headin vegas weekend,0,Cluster 1,Negative,Neutral
blehh see steff time,0,Cluster 1,Negative,Neutral
girls louise r adopted ballet youll love cocktails even,0,Cluster 1,Negative,Neutral
kayyy xd yeah everyone always talks part dog dies need find movie havent seen xd,0,Cluster 1,Negative,Neutral
im calling roommate,0,Cluster 1,Negative,Neutral
looking desktop twitter app actually let access urls suggestions liked twittle linking,0,Cluster 1,Negative,Neutral
kinda meant mother im giving props taking us,0,Cluster 1,Negative,Neutral
eventful weekend nice week looking forward final chill day,0,Cluster 1,Negative,Neutral
wooow havent charged ipod touch day today still alive thats coolio,0,Cluster 1,Negative,Neutral
oh top gear uk love thee,0,Cluster 1,Negative,Positive
japanese exchange student cutest thing ive ever seen seriously haha want put pocketkeep,0,Cluster 1,Negative,Positive
glad hear weathers nice rained every day last five days fun exploring,0,Cluster 1,Negative,Positive
thanx bday wishes ray,0,Cluster 1,Negative,Neutral
killed pigeon today thought going move way car next thing know bang feathers rear view mirror rip,0,Cluster 1,Negative,Neutral
yea thats old pic looks lot different nowshe turned beautiful women miss lot,0,Cluster 1,Negative,Neutral
haha cant good vid tubeyyou thugh,0,Cluster 1,Negative,Positive
threw,0,Cluster 1,Negative,Neutral
ha look twitter games harmless fun despite author twitter book try talk stuff,0,Cluster 1,Negative,Neutral
mr amp heated,0,Cluster 1,Negative,Neutral
someones horsing btw hubb feels twitter hes naming party,0,Cluster 1,Negative,Neutral
thats cuz youre cruising twitter nightshift,0,Cluster 1,Negative,Neutral
aww yeah dear nicky,0,Cluster 1,Negative,Positive
courtney seems like cool chick shes pretty,0,Cluster 1,Negative,Positive
wonderful evening love,0,Cluster 1,Negative,Positive
lmoa quit one mine much stress,0,Cluster 1,Negative,Neutral
im point become apparent degree means jack,0,Cluster 1,Negative,Neutral
late already finished chapter posted,0,Cluster 1,Negative,Neutral
found wont tweeting phone scotland different networks going upload photos twitpic sorry,0,Cluster 1,Negative,Neutral
stu lantz awesome miss chick hearn tho,0,Cluster 1,Negative,Positive
sad emma u sad leaving show,0,Cluster 1,Negative,Negative
bet received lots hit tweet work wish could,0,Cluster 1,Negative,Neutral
wo,0,Cluster 1,Negative,Neutral
well managed go sleep another couple hours wake youre still snoozing,0,Cluster 1,Negative,Neutral
uk ill hopefully get chance play tomorrow hope good otherwise ive wasted many points,0,Cluster 1,Negative,Positive
mary receiving texts,0,Cluster 1,Negative,Neutral
today interesting,0,Cluster 1,Negative,Positive
crush someone,0,Cluster 1,Negative,Negative
wow theres still void whre thomas left heartache never going go away,0,Cluster 1,Negative,Neutral
hey weirdo haha jk love,0,Cluster 1,Negative,Positive
says finally im home httpplurkcomprr,0,Cluster 1,Negative,Neutral
happy crepe,0,Cluster 1,Negative,Positive
going church morninghappy mommas day almost,0,Cluster 1,Negative,Neutral
thinks tonight couldnt gone perfect,0,Cluster 1,Negative,Neutral
thanks mascara input appreciated,0,Cluster 1,Negative,Positive
twitter slow,0,Cluster 1,Negative,Neutral
getting ready first day new job,0,Cluster 1,Negative,Neutral
