text,cleaned_text,labels
Gotta TeraByte  of space to store movies,got ta terabyte space store movies,1
happy birthday great-grandmother  ../././. bad news on a good day >< but ame is living,happy birthday greatgrandmother bad news good day ame living,1
Tropical Depression 1 heading east. MrSal65 scared this one off   Welcome to start of Hurricane Season `09.  Still looking 4 more FL subs.,tropical depression heading east mrsal scared one welcome start hurricane season still looking fl subs,1
doing chemo,chemo,1
" Heh, thanks for that adorable plug  *cough* more info at: www.samstephens.com *cough* *cough*",heh thanks adorable plug cough info wwwsamstephenscom cough cough,1
such a fun night with Bekah just talkin and stuff. Wuv her,fun night bekah talkin stuff wuv,1
"_Cordon LOL, you`re welcome",cordon lol youre welcome,1
"headache, headache, go away. come again another day....",headache headache go away come another day,1
 is making everything fabulous tonight,making everything fabulous tonight,1
The Life Of A College Stay At Home Mom: Delay in the Bash  http://bit.ly/CnyhP,life college stay home mom delay bash httpbitlycnyhp,1
I need to get away. I wish I had money to go travel for a bit. I miss my east coast friends.,need get away wish money go travel bit miss east coast friends,1
" Hella worth it, even if you don`t need the full 32 now.",hella worth even dont need full,1
" Lol, eBay? You laugh now...juuuuuust wait.",lol ebay laugh nowjuuuuuust wait,1
" **** @-) That`s a lot of messages from him @-) HOW SWEET. :'> And yeah, sayang",thats lot messages sweet yeah sayang,1
: Loved it!  Would never have thought he was into the iCarly version of Beanie Babies. xD,loved would never thought icarly version beanie babies xd,1
It is so annoying when she starts typing on her computer in the middle of the night!,annoying starts typing computer middle night,1
" Ouch. I used to hate it when I did that  (And then there are the irate callers who were trying to record, getting p***ed, etc)",ouch used hate irate callers trying record getting ped etc,1
"yes! its finally friday, and im stuck doing projects",yes finally friday im stuck projects,1
"getting ready to head out to Camp Allen.  Unless somethings changed, that means no phone service for about 24 hours.",getting ready head camp allen unless somethings changed means phone service hours,1
 glad you could make it,glad could make,1
Going to the gym early trying to get back in shape again. My husb got me a gift cert to swim w/ Dolphins for my BD.  Need muscles!,going gym early trying get back shape husb got gift cert swim w dolphins bd need muscles,2
Exactly 2 weeks left in Sigma,exactly weeks left sigma,1
Life Just Isn`t Fair > And I Feel,life isnt fair feel,1
I dont feel good AT ALL. fuckkk,dont feel good fuckkk,1
Happy Mother`s Day!,happy mothers day,0
Happy Christmas! No wait... What is it again happy M...........easels day. No but seriously.... Happy Mothers day...  lmao,happy christmas wait happy measels day seriously happy mothers day lmao,0
 On what..,,1
 Hope you`ve reviewed them on my site  http://snipr.com/hble5,hope youve reviewed site httpsniprcomhble,1
has just arrived in Singapore.,arrived singapore,1
" Having a Leatherman, is a MUST, really for anybody! You never know, when you might need one & it gets the job done.",leatherman must really anybody never know might need one gets job done,1
"I`m still recouperating from the holiday weekend, wow, I`ve never been sunburnt before, this really hurts",im still recouperating holiday weekend wow ive never sunburnt really hurts,1
My generation is too **** apathetic to party down in the desert. 30+ knows how to have fun and my age group is generation myspace?,generation apathetic party desert knows fun age group generation myspace,1
"  lol, sunny and 18 yesterday, Igloo melted, attacked by bushes, recovering today.  How`s things in Chocolateland?",lol sunny yesterday igloo melted attacked bushes recovering today hows things chocolateland,1
"Off.  Have a good star wars day, fonz day, dancing taco day, whatever you celebrate, it`s all good!",good star wars day fonz day dancing taco day whatever celebrate good,0
going drinking tonight... drinking away the blues......,going drinking tonight drinking away blues,2
bruise on knee will make it hard to skate tomorrow.,bruise knee make hard skate tomorrow,1
My mom said I eat a lot,mom said eat lot,1
" Good lord, man.   I recommend the Dark & Stormy at Casablanca.",good lord man recommend dark stormy casablanca,1
 wasn`t that mother song SO funny? SO wrong but SO funny - I heart ,wasnt mother song funny wrong funny heart,1
junk food and movies in a tshirt and sweats.... the only way tonight would be better is if I had someone to hang with,junk food movies tshirt sweats way tonight would better someone hang,1
i miss my boo  on another note im soready for this game to come on tonight...fox grill anyone???!!,miss boo another note im soready game come tonightfox grill anyone,1
Welcome  my first German follower  My mother Hermine is from the Sudetenland and came to Sweden as a refugee in 1948,welcome first german follower mother hermine sudetenland came sweden refugee,1
Ready for Eastenders - going to be a good one!! .. Then the last BGT Semi Final  .. FINAL tomorrow night though  Exciting stuff...,ready eastenders going good one last bgt semi final final tomorrow night though exciting stuff,2
" It`s under Community.. I can`t see it myself, but one of the moderators (Niandra) told me it was there",community cant see one moderators niandra told,1
"_Peabody I`m pretty sure we got sent home a couple of times too. `tis the week to remember Mary, Anto`s granny'the love is all around'",peabody im pretty sure got sent home couple times tis week remember mary antos grannythe love around,1
 yeah sucks eh!,yeah sucks eh,1
http://pinkpawsforlife.org/ - pets get cancer too.,httppinkpawsforlifeorg pets get cancer,1
would really like to not be at work and instead taking a nap.,would really like work instead taking nap,1
"party was awesome. soooo tired, bye. ps: happy momma`s day",party awesome soooo tired bye ps happy mommas day,1
 thanks for following me  but who are you? hmmmm... twitter back !! ox,thanks following hmmmm twitter back ox,1
 PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,pgpm student pgpm student years back wish could stay one,1
" Oh, don`t spoil my fun, lol",oh dont spoil fun lol,1
"Im going in now, it looks like the sun has gone",im going looks like sun gone,2
"My heads spinning from math, started to dream in formulas. NOT good.",heads spinning math started dream formulas good,1
"  Hey thats good, my Daughter`s still asleep and Son is drawing, better feed him v soon",hey thats good daughters still asleep son drawing better feed v soon,1
 Past experiences of being a redhead (eg. discrimination) or even just general info bout gingers in society! It all helps,past experiences redhead eg discrimination even general info bout gingers society helps,1
 aww... sorry for both of you.  May the LORD give you strength and rest today!,aww sorry may lord give strength rest today,1
great cant eve locate my phone! there goes 200 down the drain,great cant eve locate phone goes drain,1
"_Ross if you look at the js code in facebook you will notice a few js functions...nahh just kidding, a buddy told me",ross look js code facebook notice js functionsnahh kidding buddy told,1
is very cold,cold,1
hanging out at school... last day for seniors,hanging school last day seniors,1
Happy Star Wars Day! May the Fourth be with you.,happy star wars day may fourth,0
 Thanks hon!! Project Bra starts today!,thanks hon project bra starts today,1
" i hope he is ok too. i miss him  and the doc better not be a douchenozzle, ill be one right back!",hope ok miss doc better douchenozzle ill one right back,1
"Browsing digital art tutorials (like those found at Henning`s site: http://bit.ly/WJg5A ), refreshing my knowledge... and then my skills?",browsing digital art tutorials like found hennings site httpbitlywjga refreshing knowledge skills,1
"3 days of frisbee, three nights of partying and sprained ligaments. Can`t imagine a better long weekend",days frisbee three nights partying sprained ligaments cant imagine better long weekend,1
" I had mailed  for something, you got the e-mail, I didn`t which should probly mean I won`t get it",mailed something got email didnt probly mean wont get,1
Spent some time exploring Atlas and Hercules craters; re-finding things in UMa; Oph; Ser Caput; & Saturn w/ a fogged eyepiece   Home by 2a,spent time exploring atlas hercules craters refinding things uma oph ser caput saturn w fogged eyepiece home,1
_daarling haha yah it`s walking distance from my house  Mission Tiki Drive-In haha every summer we go like every weekend,daarling haha yah walking distance house mission tiki drivein haha every summer go like every weekend,1
there it is. postieeee  http://andshehopes.blogspot.com/2009/05/kewpie.html,postieeee httpandshehopesblogspotcomkewpiehtml,1
" good, I`m glad you got there!! I had no 1 to come talk a walk with  LOL. Me, Becky & Holcomb are the only 1s here again LOL",good im glad got come talk walk lol becky holcomb lol,1
"FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! >;(",fml today sucks hope dance bring soul pray im still sadi hateee todayyyyyy,1
 i really wish i could.,really wish could,1
   sending you love on mother`s day and wishing you more happiness in the days ahead!,sending love mothers day wishing happiness days ahead,0
Avoided cinder blocks! Safe in NY area.. But Dantas and porky upset beavs gone,avoided cinder blocks safe ny area dantas porky upset beavs gone,1
Welcome to everyone  Playerstation.it is now live on Twitter. www.playerstation.it,welcome everyone playerstationit live twitter wwwplayerstationit,1
Law week is gonna go the **** off  SO EXCITED,law week gon na go excited,1
I look like schuhz and arabyrd now...,look like schuhz arabyrd,1
" Problem is, Flash isnt GPU accelerated.  The Atom 330 can`t play Youtube HD or Hulu HD fullscreen   Big deal with Plex...",problem flash isnt gpu accelerated atom cant play youtube hd hulu hd fullscreen big deal plex,1
"Working security for the club tonight. First time working it in about a month. Should be interesting. Oh, and hi Kelsenator!",working security club tonight first time working month interesting oh hi kelsenator,1
taylor swift`s 'you belong with me' is so amazing. love the mv!,taylor swifts belong amazing love mv,1
Illy`s note in the book: 'From one `geek` to another - keep up the good work!' sigh.  He is missed - and he was great for espresso.,illys note book one geek another keep good work sigh missed great espresso,1
" ROFL  Even if I kept insurance and payments under $300, Im still like.. meh. Good thing I applied for a day job pasy $2888mo",rofl even kept insurance payments im still like meh good thing applied day job pasy mo,1
And I just saw something real sad on my lunch... A dog with two broken back legs.,saw something real sad lunch dog two broken back legs,1
 Actually people were more decisive than that.,actually people decisive,1
" You know, you can read almost all your Tweets as some sort of disgusting euphamism.  It`s quite fun",know read almost tweets sort disgusting euphamism quite fun,1
can`t believe I`m leaving this place tomorrow.,cant believe im leaving place tomorrow,1
this is gonna sound really sad & depressing but I really really miss my uncle Sam,gon na sound really sad depressing really really miss uncle sam,1
 Too much details !!!    (But glad he is better),much details glad better,1
_d he`s a lucky baby. He has a wonderful family  do u know when u could take him at home?,hes lucky baby wonderful family u know u could take home,1
"_anekie ok darl, i will suggest you to the MUA (Tracie Weaver), as she`ll be making the decision",anekie ok darl suggest mua tracie weaver shell making decision,1
 everyone loves u sarah not just the tweeters! the today show couldnt stop raving about your beautifulness...,everyone loves u sarah tweeters today show couldnt stop raving beautifulness,1
Mean people suck.,mean people suck,1
" Yeah, Jimmy Fallon is back to do a skit. Yay!!!!",yeah jimmy fallon back skit yay,1
4am Hubby`s alarm-song playing was 'Blame it on the Alcohol' Of course I couldn`t get back to sleep after cause thinking of Joe on cruise,hubbys alarmsong playing blame alcohol course couldnt get back sleep cause thinking joe cruise,1
 ur supposed to be in BK tho,ur supposed bk tho,1
Funniest desktop ever: http://mobypicture.com/?ee2ij3 this way I can see my collegue.,funniest desktop ever httpmobypicturecomeeij way see collegue,1
" I guess it`ll work under fusion. Otherwise you`ll have to boot directly to Vista just to do some online banking, which sucks",guess itll work fusion otherwise youll boot directly vista online banking sucks,1
" ... Yay! I can give you a lesson tomorrow, at Church.",yay give lesson tomorrow church,1
working on a layout 4 my page....prom dress is almost done,working layout pageprom dress almost done,1
 I`m just starting to feel really panicky and anxious that something bad has happened cos it seems like it`s been ages,im starting feel really panicky anxious something bad happened cos seems like ages,1
 http://twitpic.com/4jk42 hey Gi! look at this pic of you and frankie that i took at the southend gig!,httptwitpiccomjk hey gi look pic frankie took southend gig,1
"Pool, alcohol, & a cute band, couldn`t ask for more on a Saturday night  #fb http://twitpic.com/4w1rr",pool alcohol cute band couldnt ask saturday night fb httptwitpiccomwrr,1
"uup  morning, off to school. see ya ****",uup morning school see ya,1
 boffert,boffert,1
i think they play michael buble in Heaven. He`s that great.,think play michael buble heaven hes great,1
Mexican! That`s what I`m craving,mexican thats im craving,1
"at work, with a swollen face  thank god it`s kohls though. I`m feelin fat. flip flops are about to break annnnd I get my hair done tonight",work swollen face thank god kohls though im feelin fat flip flops break annnnd get hair done tonight,1
 I am afraid you`ve had a bit of a #fail as the last two recommendations aren`t available in the UK,afraid youve bit fail last two recommendations arent available uk,1
" So far (with the exception of the rain), my morning is Great.  But I won`t let it dampen my day",far exception rain morning great wont let dampen day,1
internet on trains is 100% awful!!!,internet trains awful,1
Hey u forgot me!,hey u forgot,1
" I think it`s going to be a LONNNGG Weekend, but not the 3 day kind.",think going lonnngg weekend day kind,2
 you the the Queen of Sass oh Scenie!!!,queen sass oh scenie,1
" did you see Star Trek yet?  i`ve seen it, twice already! i didn`t like it the first time, the second time was way better!!! hahaha",see star trek yet ive seen twice already didnt like first time second time way better hahaha,1
   hi holly  i`ll volunteer to try it out first for u! hope ur having a fab weekend xoxox...,hi holly ill volunteer try first u hope ur fab weekend xoxox,1
 i used to be!! i`ve done a few different jobs in yj. currently i`m a court officer,used ive done different jobs yj currently im court officer,1
  I`m starting to feel depressed with this hurricane talk... I`m on the front lines down here!,im starting feel depressed hurricane talk im front lines,1
" ****, so many good deals...you guys have a conspiracy to steal all my money",many good dealsyou guys conspiracy steal money,1
 Hope the train remembers the way - they can go a bit loopy on bank holidays,hope train remembers way go bit loopy bank holidays,1
elliott claims steak and shake has been doing this for months...not exciting anymore...,elliott claims steak shake monthsnot exciting anymore,1
is still amazed at the awesomness of last night. The discussion was great! Looking forward to a great week! Only 10days until I go home,still amazed awesomness last night discussion great looking forward great week days go home,1
running errands with geeta... feeling like i have the plague,running errands geeta feeling like plague,1
"ok, I want to quit my job.....",ok want quit job,1
healthy food is NOT helping my hangover,healthy food helping hangover,1
"http://twitpic.com/4w67l - Im hard core, you just dont know it.",httptwitpiccomwl im hard core dont know,1
 I just changed the backgroung but now I have no profile ppicture,changed backgroung profile ppicture,1
I am very sad because I have gone on the show McFly fan I am of them!,sad gone show mcfly fan,1
 what a great project!!! Wish I could have done that with DD1. She`s too old now.,great project wish could done dd shes old,1
" it`s not a test to find cancer, it`s just some stuff in regards to; in this case, positive results would be a good thing",test find cancer stuff regards case positive results would good thing,1
 ive tried and tried in the past to learn cockney but sadly its near impossible to find books and things on it over here.,ive tried tried past learn cockney sadly near impossible find books things,1
 wow. sounds heavenly.  we`re just doing a quick drive to north carolina. i can`t wait,wow sounds heavenly quick drive north carolina cant wait,1
We`re home now,home,1
my ipod died  not running until it is charged.,ipod died running charged,1
"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.",looks like another sleepless night dedicated homework sorry advance ms chapman,1
"hmm, do not feel like writing monthly reports tonight!  probably should get started though...",hmm feel like writing monthly reports tonight probably get started though,1
is school over yet? Im ready for vacations already,school yet im ready vacations already,1
I love it when it rains on me when im golfing,love rains im golfing,1
"****. have to break my 'no work in weekend' rule  so much overloaded with work. aargh, hate it!",break work weekend rule much overloaded work aargh hate,1
"Wow one year today Luc Bourdon was killed, doesn`t seem that long ago",wow one year today luc bourdon killed doesnt seem long ago,1
 Thank you! And I don`t care for the look on his face.,thank dont care look face,1
"_: '  Good evening, kind sir *bows*' ? http://blip.fm/~5z7zv",good evening kind sir bows httpblipfmzzv,1
" Also, I am technologically challenged and have a cell phone that only makes phone calls.  Can`t #tweetb4Ueat",also technologically challenged cell phone makes phone calls cant tweetbueat,1
"_x hah, well at least we are not saying; tory is a fatty watty",x hah well least saying tory fatty watty,1
" sorry I missed you . Saw you across the way, I was busy taking pix-abt 4:15 came to meet U-but U were gone",sorry missed saw across way busy taking pixabt came meet ubut u gone,1
 Thanks about the ponytail. I dreamt last night that I shaved my head...??? I guess it`s a bigger deal than I thought.,thanks ponytail dreamt last night shaved head guess bigger deal thought,1
" Yes, I really do.",yes really,1
 imma talk to ya later ishi goodnight kid,imma talk ya later ishi goodnight kid,1
Moms everywhere stop what you are doing and get a good night sleep for tomorrow its your childrens turn to pamper you.  enjoy your day,moms everywhere stop get good night sleep tomorrow childrens turn pamper enjoy day,1
 I no  i wanna move to america!!!!!!!!!!!!!!!,wan na move america,1
" Yeah, `Age of Aquarius` IS a pretty scary song",yeah age aquarius pretty scary song,1
Can`t wait to go to bed,cant wait go bed,1
I miss you guys,miss guys,1
 how is Aussie...im hopin to be there in Sydney in less than a week just got my VISA on thursday whoot whoot,aussieim hopin sydney less week got visa thursday whoot whoot,1
_of_Chas good mornin sunshine...at least the work puter will go faster,ofchas good mornin sunshineat least work puter go faster,1
  They follow me,follow,1
So I`m waiting in front of the DPS so Julian can take his driving test.,im waiting front dps julian take driving test,1
Cancelling my JavaOne  http://ff.im/3nzTH,cancelling javaone httpffimnzth,1
thanks steph...must keep me updated when it`s ur turn,thanks stephmust keep updated ur turn,1
 I second that. I wish it rained more where I am,second wish rained,1
"Tomorrow afternoon (well, later today actually) is a shoot with Seattle Sinner Newspaper and Femme Fatale Seattle photographers",tomorrow afternoon well later today actually shoot seattle sinner newspaper femme fatale seattle photographers,1
"I hate having to put my toddler in a disposable, but her rash needs ointment. I hate her having a rash even worse.",hate put toddler disposable rash needs ointment hate rash even worse,1
Off to work,work,1
should be coming out of hospital today,coming hospital today,1
 ...I will take some...I am tiny,take somei tiny,1
I`m so worried about my sister`s guinea pig. I hope Stalin makes it through tonight!  you can do it baby!!,im worried sisters guinea pig hope stalin makes tonight baby,1
 It was a lovely attempt at poetry!,lovely attempt poetry,1
 I`m comin wit u!!,im comin wit u,1
 Quaver Sandwiches  and tea.,quaver sandwiches tea,1
Starbucks I`m lovin` it,starbucks im lovin,1
"Nightlife Commando is like, chanting. The music is cool.  & Now I`m listening to INXS. The music in this song is amazing. The bass is win",nightlife commando like chanting music cool im listening inxs music song amazing bass win,1
 Gosh...who`s doing this??? So bad...  Baylee is a blessed child...these people don`t know what to do... Kisses,goshwhos bad baylee blessed childthese people dont know kisses,1
"Oh ****.... Here goes my head again, 'I`m Spinning Around'",oh goes head im spinning around,1
met the shortest line ever at FCB Tunapuna... then the tellers disappeared,met shortest line ever fcb tunapuna tellers disappeared,1
Home now!!! LOL but leaving again on monday for flo rida!!!,home lol leaving monday flo rida,1
"Gary Just tried the Ommegang Chocolate Indulgence: no chocolate, no indulgence, just ... metallic.  Best I can... http://ff.im/-3o7RV",gary tried ommegang chocolate indulgence chocolate indulgence metallic best httpffimorv,1
installed the iNav iBlue v2 Theme...gives a fresh feel    http://twitpic.com/4jfg4,installed inav iblue v themegives fresh feel httptwitpiccomjfg,1
 Name the rest? Let`s see. Mystery Jets are pretty cool. Ida Maria AND you shud rly listen to Say Anything!,name rest lets see mystery jets pretty cool ida maria shud rly listen say anything,1
" lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I`ll ttyl girl",lol hear think watched different movies getting work done ill ttyl girl,1
" Susan Egan, I love her! And yeah, it said I would have a pleasant trip.",susan egan love yeah said would pleasant trip,1
today is going to be a long day,today going long day,2
" I know, but considering I`ve bought a lot of new yarn recently, I think it`s necessary this time.",know considering ive bought lot new yarn recently think necessary time,1
"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go & meet the kids. I`ll have 2 wait another 2 wks",visit la ventana de los cielos foundation pushed bck weeks excited go meet kids ill wait another wks,1
  what about sauce? Huh? I`m going to california tomorrow morning,sauce huh im going california tomorrow morning,2
I think my modem failed-having pc withdrawals..,think modem failedhaving pc withdrawals,1
"last day of volleyball miss everyone already. Oh well, banquet on 10th hopefully everyones gonna be there",last day volleyball miss everyone already oh well banquet th hopefully everyones gon na,1
still trying to get better  had to get mommaz lovin..headed to her house.. ahhhhhh i so hate this feelin!,still trying get better get mommaz lovinheaded house ahhhhhh hate feelin,1
I somehow miss you.,somehow miss,1
"wants to set up a coffee shop, but he has no money to do it",wants set coffee shop money,1
"This is the best E-commerce site, I hope you`ve watched the big bang theory. http://www.pennyblossoms.com/ Please hit 'buy now'",best ecommerce site hope youve watched big bang theory httpwwwpennyblossomscom please hit buy,1
 she`s not coming to detroit  only grand rapids in october...,shes coming detroit grand rapids october,1
 I never liked that boy  Jerms!,never liked boy jerms,1
2026 2164 6790 9128  Add me up and lets play something.,add lets play something,1
 i love to read ur little quotes,love read ur little quotes,1
"My puppies killed my cat lastnight,they thought she was a stuffed animal.  RIP Meanie  http://yfrog.com/104m6wj",puppies killed cat lastnightthey thought stuffed animal rip meanie httpyfrogcommwj,1
"always tired, always cold and always have a headache.  cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!",always tired always cold always headache cant wait vacashunand frickin g updatei want onscreen keyboard dammit,1
in class sick and hungry,class sick hungry,1
 I know its a Block Party but would love to hear a DH original if you get a chance,know block party would love hear dh original get chance,1
Bought a new combo printer at costco today (officejet j4550) cause it was cheaper than ink 4 old one. #windows7 doesn`t like the fax part,bought new combo printer costco today officejet j cause cheaper ink old one windows doesnt like fax part,1
 Might be a while before I get around to it. Not sure if I will make it flat out in HTML or through WordPress. .. Fun fun fun,might get around sure make flat html wordpress fun fun fun,1
_lights aw what`s wrong?,lights aw whats wrong,1
 thank`s ... See? now I`m back on smiling,thanks see im back smiling,1
 a couple of YEARS? I may die without my Kateage.  *keeps fingers crossed for you tho*,couple years may die without kateage keeps fingers crossed tho,1
I need hugs from Joe Jonas,need hugs joe jonas,1
@_ahseya_ cool i want you to take a look at this and tell me what you think,ahseya cool want take look tell think,1
At the park!  Its raining!,park raining,1
What to do what to do!!!! need to do my show reel nxt week...then start applying for editing jobs  Rock climbing tomos I hope,need show reel nxt weekthen start applying editing jobs rock climbing tomos hope,1
My Blackberry`s got a fatty (battery)  guess we`re kinda in the same boat huh  ?,blackberrys got fatty battery guess kinda boat huh,1
Experimenting.  With puppet again. I think I just wiped my drive on my workstation,experimenting puppet think wiped drive workstation,1
I didn`t find my dress,didnt find dress,1
 I am filming musicans friends of mine   at a Legion  These people sure know how to dance,filming musicans friends mine legion people sure know dance,1
"have to stay away from home, and since this part of india dnt hav gud wireless internet, im ****",stay away home since part india dnt hav gud wireless internet im,1
"Back from the Gym, and sorting through my Inboxes",back gym sorting inboxes,1
listening to ryan adams and being sick,listening ryan adams sick,1
**** hates goodbyes,hates goodbyes,1
The first time all week I can play WoW and I get stuck at 'authenticating'.,first time week play wow get stuck authenticating,1
 It will warm up once you start digging,warm start digging,1
i wish i had more chicken wings,wish chicken wings,1
"Oh, yes... Happy NINE year annivarsary to Hanson`s second studio album, 'This Time Around.'",oh yes happy nine year annivarsary hansons second studio album time around,1
 Foto!,foto,1
"Don`t have time to chat (sorry girls  Miss y`all!), but we have a new lawnmower... yeah, that was today`s highlight. Tomorrow is...",dont time chat sorry girls miss yall new lawnmower yeah todays highlight tomorrow,1
 Cool I`m glad.I will save some tea for you,cool im gladi save tea,1
I ran over a turtle.,ran turtle,1
playing sudoku while mommy makes me breakfast & lunch,playing sudoku mommy makes breakfast lunch,1
apparently it`s starwars day today  I like this . Shame I have revision though.,apparently starwars day today like shame revision though,1
but i did have a really nice smoothy at baulko shops,really nice smoothy baulko shops,1
massive headache  going to see terminator tonight!,massive headache going see terminator tonight,2
Spanish... The suckiest class ever. But I`m learning atleast. Te quiero Tiasha!,spanish suckiest class ever im learning atleast te quiero tiasha,1
"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down",yesterday friend mine thrown horse lorry drove past us ignoring us signaling slow,1
had the best weekend,best weekend,1
 No kidding there! Ugh ... One thing I know for sure - it won`t be me showing the property this weekend,kidding ugh one thing know sure wont showing property weekend,1
_trip I bet he didn`t fall asleep till like this morning  sorries.,trip bet didnt fall asleep till like morning sorries,1
About to Enjoy the Silence,enjoy silence,1
"sorry paul scheuring, but prison break series finale sucked... in so many levels",sorry paul scheuring prison break series finale sucked many levels,1
the tummy monster hates me,tummy monster hates,1
"It has been 24 hours now, since I had my dog put to sleep.  RIP my old friend.",hours since dog put sleep rip old friend,1
" Funnily enough, Roland is President of my social club!",funnily enough roland president social club,1
"_peek mkay :/ did you tell him on msn? bfgurelgbsr yeah, i guess so, i don`t know if i like it, i`ll wait till i get your opinion",peek mkay tell msn bfgurelgbsr yeah guess dont know like ill wait till get opinion,1
"_fred6 I haven`t canceled my account yet and I haven`t logged in since november I think, maybe I Should  My main was a rogue, lvl73",fred havent canceled account yet havent logged since november think maybe main rogue lvl,1
Congrats to ALL Graduates! Such a Beautiful thing & Big DEAL! I jus wish i cudve attended My lil man Ryan kdg graduation  Feel verY SAD!,congrats graduates beautiful thing big deal jus wish cudve attended lil man ryan kdg graduation feel sad,1
AND I didn`t get the job,didnt get job,1
I cant get all my rwitters on my phone this phone sucks,cant get rwitters phone phone sucks,1
has enjoyed her first day of summer,enjoyed first day summer,1
 No surprise there. They probably don`t know themselves where it is,surprise probably dont know,1
 Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL,boo well good fun tho sucks u cant get cards finished th last nights tpt took lol,1
 Thank you for FF,thank ff,1
i forgot how much i love all these songs on my itunes. i love shuffle  and i love watching the pranks from AP Tour!,forgot much love songs itunes love shuffle love watching pranks ap tour,1
" Yeah, I didn`t buy that for one hot minute.",yeah didnt buy one hot minute,1
"_rubadeau Last weekend I had a pretty solid brunch at Bar Wellington. Hard to screw up steak and eggs, though",rubadeau last weekend pretty solid brunch bar wellington hard screw steak eggs though,1
if i had one wish it would be for my friend J to not have to work,one wish would friend j work,1
 dam living in england  x,dam living england x,1
I`m having a fantastically miserable time so far...,im fantastically miserable time far,1
 for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?,lack go hunt lol refresh memory one clue,1
I think I`m going to go outside and have a very John Cage moment   Music majors rejoice!,think im going go outside john cage moment music majors rejoice,2
 so cool to hear you guys on 104.5! and i can`t believe you in were cherry hill a few weeks ago and i missed it  come back,cool hear guys cant believe cherry hill weeks ago missed come back,1
" I see we are approaching a nice round 5500 number, I expect you will have crashed through that by the time I come back tonight",see approaching nice round number expect crashed time come back tonight,1
" ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!",ummm come twins slurpees car twins going pretty epic,2
" bloody Feds, they lost last statement and r hounding me for another one. I dodged them one last week",bloody feds lost last statement r hounding another one dodged one last week,1
FML i just spilled my entire can of diet coke IN MY LAP. yay,fml spilled entire diet coke lap yay,1
Dangling belly rings are a bad investment...the cutest ones ALWAYS pop,dangling belly rings bad investmentthe cutest ones always pop,1
i wish i were hanging out with kobe right now,wish hanging kobe right,1
today is going to be AH. Giving notice to my boss today. She is going to be upset  I`m totally stressed.,today going ah giving notice boss today going upset im totally stressed,2
its mothers day,mothers day,0
I had a dream about a pretty pretty beach and there was no beach when I woke up,dream pretty pretty beach beach woke,1
I really need to sort out a bird table and some feeders - the robins and blue **** are being bullied,really need sort bird table feeders robins blue bullied,1
friday.....i have nothing to do so sad,fridayi nothing sad,1
  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $,never good time recourse small claims get atty involved,1
it is so cute watching Matt play with the Wii as I do some work,cute watching matt play wii work,1
"any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc",legal studieslaw students twitter would love couple references cases inolving bias juries jury nullification etc,1
 yay! welcome to the etsy-seller world,yay welcome etsyseller world,1
According to Marco smoking weed makes you philosophical.... I consider myself philosophical. In the shower.,according marco smoking weed makes philosophical consider philosophical shower,1
" Yep, that`s me all right - I don`t mean the monk is Me - that`s my (as in a photo taken by me) in Better Photography",yep thats right dont mean monk thats photo taken better photography,1
" Yep, I do.",yep,1
 now that`s an imtetsting visual.,thats imtetsting visual,1
is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.,tired alarm setting bed soon bloody iphone backup sync finishes,1
unfortunately people at work let me down so I am now having a bad morning! it`s official... but revenge is a dish best served cold,unfortunately people work let bad morning official revenge dish best served cold,1
 i`m sorry  today`s been nothing but a **** heartbreak,im sorry todays nothing heartbreak,1
"So I was just angrily told I was extemely abusive...mentally, emotionally, & physically. It made my day.  Nightss.",angrily told extemely abusivementally emotionally physically made day nightss,1
" they are terrible little beast but if the garden is small you can simply collect them, or you can buy poisonous food pellets",terrible little beast garden small simply collect buy poisonous food pellets,1
"_ hehe go dye it beb! put more blonde innn  mine is lighter than it was, left it in  a bit too long oops><",hehe go dye beb put blonde innn mine lighter left bit long oops,1
Time for my ritualistic Friday night depression,time ritualistic friday night depression,1
" I don`t know, ask Carolyn. Also, we won`t have the boxes empty by the time you get off.",dont know ask carolyn also wont boxes empty time get,1
my stupid tooooth hurts,stupid tooooth hurts,1
Goodnight and Goodbye ?,goodnight goodbye,1
Shout out to my moms for wakin me up so prematurely! Preciate it,shout moms wakin prematurely preciate,1
"I`m bored, extremely bored. in the car. waiting for my dad. and dinner. chinese. yummm.",im bored extremely bored car waiting dad dinner chinese yummm,1
sucks not being able to take days off of work or have the money to take the trip  so sad,sucks able take days work money take trip sad,1
